"Order","Price","LotFrontage","LotArea","LotConfig","HouseStyle","Quality","Condition","YearBuilt","YearRemodel","ExteriorQ","ExteriorC","Foundation","BasementHt","BasementC","BasementFin","BasementFinSF","BasementUnFinSF","BasementSF","Heating","HeatingQC","CentralAir","FirstSF","SecondSF","GroundSF","BasementFBath","BasementHBath","FullBath","HalfBath","Bedroom","KitchenQ","TotalRooms","Fireplaces","GarageType","GarageCars","GarageSF","GarageQ","GarageC","WoodDeckSF","OpenPorchSF","EnclosedPorchSF","ScreenPorchSF"
1671,128,0,17199,"FR2","1Story",4,7,1961,1961,"TA","Gd","BrkTil","TA","TA","ALQ",314,600,914,"GasA","Ex","Y",914,0,914,0,0,1,0,2,"TA",4,0,"Basment",1,270,"Fa","TA",140,0,0,0
2165,167.84,64,8334,"Inside","1Story",6,5,2006,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1330,1330,"GasA","Ex","Y",1330,0,1330,0,0,2,0,3,"Gd",6,1,"Attchd",2,437,"TA","TA",0,23,0,0
1369,85,60,10320,"Inside","1Story",5,8,1912,1991,"TA","TA","BrkTil","Fa","TA","Unf",0,451,451,"GasA","TA","Y",759,0,759,0,0,1,0,1,"TA",5,0,"Detchd",2,576,"TA","TA",40,0,0,0
1281,140,71,7056,"Inside","2Story",6,5,1963,1963,"TA","TA","CBlock","TA","TA","BLQ",400,380,780,"GasA","TA","Y",983,813,1796,1,0,1,1,4,"TA",8,1,"Attchd",2,483,"TA","TA",0,50,0,0
384,240.9,70,7000,"Inside","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","GLQ",622,304,926,"GasA","Ex","Y",1016,868,1884,1,0,2,1,3,"Ex",7,1,"Attchd",2,581,"TA","TA",0,35,0,0
2896,176,54,13811,"Inside","1Story",6,6,1987,1987,"TA","TA","CBlock","Gd","Gd","GLQ",980,92,1112,"GasA","Gd","Y",1137,0,1137,1,0,2,0,2,"Gd",5,1,"Attchd",2,551,"TA","TA",125,0,0,0
261,161.75,0,10900,"FR2","2Story",6,7,1977,1977,"TA","TA","CBlock","Gd","TA","GLQ",378,311,689,"GasA","Ex","Y",689,703,1392,0,0,1,1,3,"TA",6,0,"Attchd",1,299,"TA","TA",0,36,0,0
39,395.192,83,10159,"Inside","1Story",9,5,2009,2010,"Ex","TA","PConc","Ex","TA","GLQ",1646,284,1930,"GasA","Ex","Y",1940,0,1940,1,0,2,1,3,"Ex",8,1,"Attchd",3,606,"TA","TA",168,95,0,0
1748,175,87,11084,"Corner","SLvl",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",192,192,384,"GasA","Ex","Y",744,630,1374,1,0,2,1,3,"Gd",8,1,"BuiltIn",2,400,"TA","TA",100,0,0,0
528,264.5,65,8125,"Corner","1Story",8,5,2008,2009,"Gd","TA","PConc","Gd","TA","Unf",0,1836,1836,"GasA","Ex","Y",1836,0,1836,0,0,2,0,3,"Gd",8,1,"Attchd",2,517,"TA","TA",0,175,0,0
513,253,75,9675,"Inside","2Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",341,772,1113,"GasA","Ex","Y",1113,858,1971,0,0,2,1,3,"Gd",8,1,"Attchd",2,689,"TA","TA",0,48,0,0
2001,153.5,90,8100,"Inside","1Story",5,6,1948,1973,"TA","TA","BrkTil","TA","TA","Rec",338,1221,1559,"GasA","Gd","Y",1559,0,1559,1,0,1,0,2,"TA",5,0,"Detchd",2,812,"TA","TA",0,116,230,0
2040,109.9,40,4800,"Inside","1Story",4,7,1916,1990,"TA","TA","CBlock","TA","TA","LwQ",197,999,1196,"GasA","Ex","Y",1196,0,1196,1,0,1,0,2,"TA",5,0,"Detchd",2,440,"TA","TA",0,0,0,0
2039,101,60,7200,"Inside","2.5Unf",5,7,1920,1996,"TA","TA","BrkTil","TA","Fa","Unf",0,530,530,"GasA","TA","N",581,530,1111,0,0,1,0,3,"Fa",6,0,"Detchd",1,288,"TA","TA",0,0,144,0
1382,130,57,9764,"FR2","1Story",5,7,1967,2003,"TA","TA","CBlock","TA","TA","BLQ",702,192,894,"GasA","Ex","Y",894,0,894,1,0,1,0,3,"Gd",5,0,"Attchd",2,450,"TA","TA",0,0,0,0
835,185,0,28698,"CulDSac","2Story",5,5,1967,1967,"TA","TA","PConc","TA","Gd","LwQ",249,0,1013,"GasA","TA","Y",1160,966,2126,0,1,2,1,3,"TA",7,0,"Attchd",2,538,"TA","TA",486,0,0,225
2876,85,50,7030,"Inside","1Story",4,6,1925,1950,"TA","TA","BrkTil","TA","TA","Unf",0,641,641,"GasA","Gd","Y",641,0,641,0,0,1,0,2,"Fa",4,0,"Detchd",1,272,"TA","TA",184,0,70,0
996,192,59,9042,"Inside","2Story",6,5,1998,1998,"TA","TA","PConc","Gd","TA","GLQ",828,115,943,"GasA","Gd","Y",943,695,1638,1,0,2,1,3,"TA",7,2,"Attchd",2,472,"TA","TA",100,38,0,0
195,134,50,6000,"Inside","1.5Fin",6,7,1939,1950,"TA","TA","BrkTil","TA","Gd","BLQ",452,144,608,"GasA","TA","Y",608,524,1132,1,0,1,0,2,"TA",5,0,"Detchd",1,240,"TA","TA",0,0,128,0
2352,179.9,85,11475,"Inside","2Story",6,6,1975,1975,"TA","TA","CBlock","Gd","TA","ALQ",550,163,713,"GasA","TA","Y",811,741,1552,1,0,2,1,3,"TA",6,1,"Attchd",2,434,"TA","TA",209,208,0,0
564,275,0,15676,"Inside","1Story",8,8,1980,1980,"Gd","Gd","CBlock","Gd","Gd","ALQ",1733,189,2014,"GasA","Gd","Y",2014,0,2014,1,0,2,0,2,"Gd",6,2,"Attchd",3,864,"TA","TA",462,0,0,0
130,116.5,50,7207,"Inside","1Story",5,7,1958,2008,"TA","Gd","CBlock","TA","TA","BLQ",696,162,858,"GasA","Gd","Y",858,0,858,1,0,1,0,2,"TA",4,0,"None",0,0,"None","None",117,0,0,0
1736,176.485,73,8993,"Inside","1Story",7,5,2007,2007,"Gd","TA","PConc","Gd","TA","Unf",0,1302,1302,"GasA","Ex","Y",1302,0,1302,0,0,2,0,3,"Gd",6,0,"Attchd",2,436,"TA","TA",0,22,0,0
970,139.5,75,12518,"Inside","1Story",5,7,1968,1968,"TA","TA","CBlock","TA","TA","ALQ",532,476,1008,"GasA","Gd","Y",1008,0,1008,0,0,1,0,3,"Gd",6,0,"Attchd",1,384,"TA","TA",144,0,0,0
658,114,80,8146,"Corner","2Story",4,8,1900,2003,"Gd","Gd","BrkTil","Fa","TA","Unf",0,405,405,"GasA","Gd","Y",717,322,1039,0,0,1,0,2,"TA",6,0,"Detchd",1,281,"TA","TA",0,0,168,111
358,185,0,9765,"Corner","2Story",6,8,1993,1993,"Ex","Gd","PConc","Gd","Gd","ALQ",310,370,680,"GasA","Gd","Y",680,790,1470,0,0,2,1,3,"TA",6,1,"BuiltIn",2,420,"TA","TA",232,63,0,0
238,129,68,9571,"Inside","1Story",5,6,1956,1956,"TA","TA","CBlock","TA","TA","BLQ",739,405,1144,"GasA","TA","Y",1144,0,1144,1,0,1,0,3,"TA",6,0,"Attchd",1,596,"TA","TA",44,0,0,0
2426,167.24,43,3010,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","GLQ",16,1232,1248,"GasA","Ex","Y",1248,0,1248,0,0,2,0,2,"Gd",5,0,"Attchd",2,438,"TA","TA",108,0,0,0
2065,187,81,14175,"Inside","1Story",5,5,1956,1998,"TA","TA","CBlock","TA","TA","Rec",386,332,1240,"GasA","Gd","Y",1375,0,1375,1,0,1,0,3,"TA",6,1,"Attchd",1,323,"TA","TA",0,0,0,0
2821,127.5,35,9400,"CulDSac","SFoyer",6,5,1975,1975,"TA","TA","CBlock","Gd","Gd","GLQ",945,0,945,"GasA","TA","Y",980,0,980,0,2,2,0,4,"TA",4,0,"None",0,0,"None","None",0,0,0,0
1028,292.5,0,12511,"Corner","2Story",7,7,1978,1978,"Gd","TA","PConc","Gd","TA","ALQ",988,432,1420,"GasA","Ex","Y",1420,1420,2840,0,1,2,1,4,"Gd",8,2,"Attchd",4,1314,"TA","Gd",0,16,0,208
1489,147.5,75,9937,"Inside","1Story",5,6,1965,1965,"Gd","TA","CBlock","TA","TA","BLQ",830,136,1256,"GasA","Gd","Y",1256,0,1256,1,0,1,1,3,"TA",6,0,"Attchd",1,276,"TA","TA",736,68,0,0
2759,260,78,11645,"Inside","1Story",7,5,2005,2005,"Gd","TA","PConc","Gd","TA","GLQ",1300,434,1734,"GasA","Ex","Y",1734,0,1734,1,0,2,0,3,"Gd",7,0,"Attchd",2,660,"TA","TA",160,24,0,0
2782,132.5,55,10780,"Inside","SLvl",5,5,1976,1976,"TA","TA","CBlock","TA","TA","ALQ",483,428,911,"GasA","Gd","Y",954,0,954,0,0,1,0,3,"TA",6,0,"Detchd",2,576,"TA","TA",0,0,0,0
610,177.5,0,8970,"Corner","2Story",5,6,1965,1965,"TA","Gd","CBlock","TA","TA","ALQ",388,356,744,"GasA","TA","Y",825,1315,2140,0,0,2,1,4,"TA",7,1,"Attchd",2,549,"TA","TA",0,40,264,0
2433,178,74,9056,"Inside","2Story",8,5,2004,2004,"Gd","TA","PConc","Ex","Gd","Unf",0,707,707,"GasA","Ex","Y",707,707,1414,0,0,2,1,3,"Gd",6,1,"Attchd",2,403,"TA","TA",100,35,0,0
1907,144,80,9600,"Inside","1Story",5,6,1955,1955,"TA","Gd","CBlock","TA","TA","BLQ",368,710,1078,"GasA","Ex","Y",1150,0,1150,1,0,1,0,2,"TA",6,0,"Attchd",1,288,"TA","TA",0,0,0,175
317,179.781,73,9803,"Inside","1Story",7,5,2009,2010,"Gd","TA","PConc","Gd","TA","Unf",0,1214,1214,"GasA","Ex","Y",1214,0,1214,0,0,2,0,2,"Gd",6,0,"Attchd",2,520,"TA","TA",0,25,0,0
2129,235.5,47,10820,"CulDSac","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",342,646,988,"GasA","Ex","Y",988,885,1873,0,0,2,1,3,"Gd",7,1,"Attchd",2,597,"TA","TA",202,123,0,0
1503,118,92,12108,"Inside","1Story",4,4,1955,1955,"TA","TA","CBlock","TA","TA","ALQ",133,1307,1440,"GasA","TA","N",1440,0,1440,0,0,2,0,4,"Fa",8,0,"None",0,0,"None","None",0,0,0,0
1854,279.7,50,9466,"FR2","1Story",8,5,1994,1995,"Gd","TA","PConc","Gd","TA","LwQ",457,0,1494,"GasA","Ex","Y",1494,0,1494,1,0,1,1,1,"Gd",5,1,"Attchd",2,478,"TA","TA",0,30,0,217
983,165.5,0,9101,"Corner","SFoyer",5,6,1978,1978,"TA","Gd","PConc","Gd","TA","GLQ",1097,0,1097,"GasA","Ex","Y",1110,0,1110,1,0,1,0,1,"Gd",4,1,"Attchd",2,602,"TA","TA",303,30,0,0
993,187.5,72,8702,"Inside","2Story",6,5,1997,1998,"TA","TA","PConc","TA","TA","BLQ",706,220,926,"GasA","Ex","Y",926,678,1604,0,0,2,1,3,"TA",7,1,"Attchd",2,470,"TA","TA",0,36,0,0
387,235,0,8470,"Corner","2Story",8,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",225,471,972,"GasA","Ex","Y",972,839,1811,0,0,2,1,3,"Gd",7,1,"Attchd",2,565,"TA","TA",225,48,0,0
2512,183.9,35,3735,"FR3","2Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","GLQ",450,241,691,"GasA","Ex","Y",713,739,1452,1,0,2,1,3,"Gd",6,0,"Detchd",2,506,"TA","TA",0,34,0,0
1085,187.687,53,3710,"Inside","1Story",7,5,2007,2008,"Gd","TA","PConc","Gd","TA","Unf",0,1146,1146,"GasA","Ex","Y",1246,0,1246,0,0,2,0,2,"Gd",5,1,"Attchd",2,428,"TA","TA",100,24,0,0
1929,130,70,12198,"Inside","1Story",5,6,1955,1975,"TA","TA","CBlock","TA","TA","Rec",780,424,1204,"GasA","TA","Y",1411,0,1411,0,0,1,0,3,"TA",7,1,"Attchd",1,310,"TA","TA",278,82,0,0
783,143,65,25095,"Inside","1Story",5,8,1968,2003,"TA","TA","CBlock","TA","TA","GLQ",1324,113,1437,"GasA","Ex","Y",1473,0,1473,2,0,1,0,1,"Ex",5,2,"Attchd",1,452,"TA","TA",0,48,0,60
2300,129.5,69,7599,"Corner","1Story",4,6,1982,2006,"TA","TA","CBlock","TA","TA","ALQ",565,280,845,"GasA","TA","Y",845,0,845,1,0,1,0,2,"TA",4,0,"Detchd",2,360,"TA","TA",0,0,0,0
554,76,60,9000,"Corner","1.5Unf",6,3,1928,1950,"TA","TA","BrkTil","Fa","Fa","Unf",0,784,784,"GasA","TA","N",784,0,784,0,0,1,0,2,"TA",5,0,"Detchd",2,360,"Fa","Fa",0,0,91,0
44,214,70,10171,"Inside","1Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","GLQ",2,1515,1517,"GasA","Ex","Y",1535,0,1535,0,0,2,0,3,"Gd",7,0,"Attchd",2,532,"TA","TA",0,0,0,0
966,220,0,6853,"Inside","1Story",8,5,2001,2002,"Gd","TA","PConc","Ex","TA","GLQ",1005,262,1267,"GasA","Ex","Y",1296,0,1296,1,0,2,0,2,"Gd",6,0,"Attchd",2,471,"TA","TA",192,25,0,0
592,213.25,78,10140,"Inside","1Story",7,5,1998,1999,"Gd","TA","PConc","Ex","TA","LwQ",144,379,1650,"GasA","Ex","Y",1680,0,1680,1,0,2,0,3,"Gd",7,1,"Attchd",2,583,"TA","TA",78,73,0,0
2052,118.5,61,7943,"Inside","1Story",4,5,1961,1961,"TA","Fa","CBlock","TA","TA","Rec",903,126,1029,"GasA","Gd","Y",1029,0,1029,1,0,1,0,3,"TA",5,0,"Attchd",1,261,"TA","TA",64,0,39,0
95,190,39,3515,"Inside","2Story",7,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,840,840,"GasA","Ex","Y",840,840,1680,0,0,2,1,2,"Gd",3,0,"Attchd",2,588,"TA","TA",0,111,0,0
2555,121.6,51,4712,"Inside","1.5Fin",4,7,1946,1950,"TA","TA","CBlock","TA","TA","ALQ",384,363,747,"GasA","TA","Y",774,456,1230,1,0,1,1,3,"TA",5,0,"Detchd",1,305,"TA","TA",0,57,0,63
2796,230,0,8125,"Inside","1Story",7,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",986,668,1654,"GasA","Ex","Y",1654,0,1654,1,0,2,0,3,"Gd",6,0,"Attchd",3,900,"TA","TA",0,136,0,0
517,208.3,75,7862,"Inside","1Story",6,5,2009,2009,"Gd","TA","PConc","Gd","TA","GLQ",27,1191,1218,"GasA","Ex","Y",1218,0,1218,0,0,2,0,2,"Gd",4,0,"Attchd",2,676,"TA","TA",0,102,0,0
2120,139.5,0,14217,"CulDSac","1Story",5,5,1994,1994,"TA","TA","PConc","Gd","TA","ALQ",550,472,1022,"GasA","Gd","Y",1022,0,1022,0,1,1,0,3,"TA",6,0,"Detchd",2,747,"TA","TA",0,0,0,0
2655,120,56,9576,"Inside","1.5Fin",6,7,1945,1950,"TA","TA","CBlock","Fa","TA","Rec",310,460,770,"GasA","TA","Y",885,297,1182,0,0,1,1,3,"TA",5,0,"Detchd",1,378,"Fa","TA",0,0,0,0
1436,215.7,0,13142,"Corner","2Story",6,5,1997,1997,"TA","TA","PConc","Gd","TA","GLQ",688,176,864,"GasA","Ex","Y",872,899,1771,1,0,2,1,3,"Gd",6,0,"Attchd",2,600,"TA","TA",0,96,0,0
1686,314.813,90,11694,"Inside","1Story",9,5,2007,2007,"Ex","TA","PConc","Ex","TA","GLQ",48,1774,1822,"GasA","Ex","Y",1828,0,1828,0,0,2,0,3,"Gd",9,1,"Attchd",3,774,"TA","TA",0,108,0,260
1091,213,0,8396,"Inside","2Story",7,5,2003,2003,"Gd","TA","PConc","Gd","TA","Unf",0,847,847,"GasA","Ex","Y",847,1139,1986,0,0,2,1,4,"Gd",9,1,"BuiltIn",2,434,"TA","TA",120,48,0,0
1807,146,63,7500,"Inside","1Story",6,5,2006,2007,"TA","TA","PConc","Gd","TA","Unf",0,1100,1100,"GasA","Ex","Y",1100,0,1100,0,0,1,1,3,"TA",6,0,"None",0,0,"None","None",0,136,0,0
959,224.5,83,13159,"Corner","2Story",7,5,2009,2009,"TA","TA","PConc","Ex","TA","Unf",0,846,846,"GasA","Gd","Y",846,846,1692,0,0,2,1,3,"Gd",6,0,"Attchd",2,650,"TA","TA",208,114,0,0
1613,167,85,10628,"Inside","1Story",7,5,1970,1970,"TA","Gd","CBlock","TA","Gd","GLQ",778,499,1277,"GasA","TA","Y",1277,0,1277,1,0,1,0,2,"TA",5,1,"Attchd",2,526,"TA","TA",0,0,0,176
2854,167,54,9399,"Inside","2.5Unf",7,8,1919,1950,"TA","TA","BrkTil","TA","TA","Unf",0,818,818,"GasA","TA","Y",818,818,1636,0,0,1,1,4,"Gd",7,1,"Detchd",1,288,"Fa","TA",0,0,212,0
69,215.2,72,8640,"Inside","2Story",7,5,2009,2009,"TA","TA","PConc","Gd","TA","GLQ",24,732,756,"GasA","Ex","Y",764,783,1547,0,0,2,1,3,"Gd",7,0,"Attchd",2,614,"TA","TA",169,45,0,0
2681,149,52,6240,"Inside","1.5Fin",5,6,1928,1950,"TA","TA","BrkTil","TA","TA","Unf",0,1042,1042,"GasA","Ex","Y",1042,534,1576,0,0,1,0,3,"TA",8,1,"Detchd",1,225,"TA","TA",0,0,0,0
2871,157,90,15750,"Corner","1Story",5,5,1953,1953,"TA","TA","CBlock","TA","TA","BLQ",841,324,1165,"GasA","TA","Y",1336,0,1336,1,0,1,0,2,"TA",5,2,"Attchd",1,375,"TA","TA",0,0,0,0
1943,138,60,14190,"Inside","1.5Fin",4,7,1890,2006,"Gd","Gd","CBlock","Fa","TA","Unf",0,925,925,"GasA","Gd","Y",1000,544,1544,0,0,2,0,3,"TA",7,0,"None",0,0,"None","None",231,0,0,0
2034,127,60,6882,"Inside","2Story",6,7,1914,2006,"TA","TA","PConc","TA","TA","Unf",0,684,684,"GasA","TA","Y",773,582,1355,0,0,1,1,3,"Gd",7,0,"None",0,0,"None","None",136,0,115,0
417,138,24,2364,"Inside","2Story",6,5,1978,1978,"Gd","TA","CBlock","Gd","TA","ALQ",279,576,855,"GasA","TA","Y",855,601,1456,0,0,2,1,3,"TA",6,1,"Attchd",2,440,"TA","TA",147,0,0,0
2596,99.8,60,10410,"Inside","1Story",3,8,1930,2001,"TA","Gd","PConc","TA","TA","Unf",0,713,713,"GasA","Ex","Y",713,0,713,0,0,1,0,2,"Gd",5,0,"Detchd",1,371,"Fa","Fa",0,75,161,0
671,143.5,62,8010,"Inside","1Story",6,9,1958,2007,"Gd","Gd","CBlock","TA","TA","GLQ",745,206,951,"GasA","Gd","Y",951,0,951,1,0,1,0,2,"Gd",6,0,"Detchd",2,480,"TA","TA",0,0,42,0
1449,143.195,0,9216,"Inside","1Story",5,6,1975,1975,"TA","TA","CBlock","TA","TA","ALQ",294,782,1076,"GasA","TA","Y",1076,0,1076,0,0,1,1,3,"TA",5,1,"Detchd",2,576,"TA","TA",0,0,0,0
56,216.5,0,7851,"Inside","2Story",6,5,2002,2002,"Gd","TA","PConc","Gd","TA","GLQ",625,235,860,"GasA","Ex","Y",860,1100,1960,1,0,2,1,4,"Gd",8,2,"BuiltIn",2,440,"TA","TA",288,48,0,0
2173,110,80,8240,"Inside","1Story",6,6,1960,1960,"TA","TA","CBlock","TA","TA","Unf",0,1179,1179,"GasA","Gd","Y",1179,0,1179,0,0,1,0,2,"TA",5,0,"Attchd",2,622,"TA","TA",0,0,0,0
2132,217.5,0,8826,"Inside","2Story",7,5,2000,2000,"Gd","TA","PConc","Gd","TA","GLQ",841,144,985,"GasA","Ex","Y",985,857,1842,1,0,2,1,3,"Gd",7,1,"Attchd",2,486,"TA","TA",193,96,0,0
1257,140,60,10930,"Inside","1.5Fin",5,6,1945,1950,"TA","TA","CBlock","TA","TA","BLQ",580,333,913,"GasA","TA","Y",1048,510,1558,1,0,1,1,3,"TA",6,1,"Attchd",1,288,"TA","TA",0,0,0,0
2406,202.5,48,6955,"Inside","1Story",7,5,2005,2006,"Gd","TA","PConc","Gd","TA","Unf",0,1368,1368,"GasA","Ex","Y",1368,0,1368,0,0,2,0,2,"Gd",6,1,"Attchd",2,474,"TA","TA",132,35,0,0
2094,238,103,13125,"Corner","2Story",7,5,1991,1991,"Gd","TA","PConc","Ex","TA","BLQ",48,422,1104,"GasA","Ex","Y",912,1215,2127,1,0,2,1,4,"Gd",8,1,"Attchd",3,833,"TA","TA",72,192,224,0
1960,119,60,7200,"Inside","1Story",5,7,1950,1950,"TA","TA","CBlock","TA","TA","BLQ",534,246,876,"GasA","TA","Y",988,0,988,0,0,1,0,3,"TA",6,0,"Attchd",1,276,"TA","TA",0,80,0,0
187,76.5,100,9045,"Inside","2Story",5,3,1910,1950,"TA","Fa","BrkTil","TA","TA","Unf",0,840,840,"Grav","Fa","N",1128,1128,2256,0,0,2,0,4,"Fa",12,0,"None",0,0,"None","None",0,18,18,0
1303,46.5,62,7311,"Corner","1Story",2,5,1946,1950,"TA","Gd","BrkTil","TA","TA","Unf",0,407,407,"GasA","TA","N",407,0,407,0,0,1,0,1,"TA",3,0,"Detchd",1,297,"Fa","TA",76,0,120,0
1791,307,75,10084,"Inside","1Story",8,5,2004,2005,"Gd","TA","PConc","Ex","TA","GLQ",1369,317,1686,"GasA","Ex","Y",1694,0,1694,1,0,2,0,3,"Gd",7,1,"Attchd",2,636,"TA","TA",255,57,0,0
1897,181.9,0,14585,"CulDSac","1Story",6,6,1960,1987,"TA","TA","CBlock","TA","TA","BLQ",594,331,1144,"GasA","Ex","Y",1429,0,1429,0,1,1,0,3,"Gd",7,2,"Attchd",2,572,"TA","TA",216,110,0,0
1712,281.5,0,12568,"Inside","2Story",8,5,2007,2007,"Gd","TA","PConc","Ex","TA","GLQ",669,226,895,"GasA","Ex","Y",895,923,1818,1,0,2,1,3,"Ex",8,1,"Attchd",3,774,"TA","TA",196,104,0,0
1905,112,50,5175,"Inside","1Story",5,8,1958,2000,"TA","TA","CBlock","TA","TA","BLQ",150,254,808,"GasA","Ex","Y",808,0,808,0,0,1,0,2,"TA",5,0,"Detchd",1,308,"TA","TA",143,0,0,0
654,132,50,8000,"Inside","1Story",6,6,1948,2002,"TA","Gd","CBlock","TA","TA","ALQ",680,292,972,"GasA","Ex","Y",972,0,972,1,0,1,0,2,"TA",5,1,"Detchd",1,240,"TA","TA",0,0,0,0
1801,249.7,84,11096,"Inside","1Story",8,5,2006,2006,"Gd","TA","PConc","Gd","TA","GLQ",24,1632,1656,"GasA","Ex","Y",1656,0,1656,0,0,2,0,3,"Gd",7,0,"Attchd",3,826,"TA","TA",0,146,0,0
1672,120.5,60,9000,"FR2","1Story",4,6,1971,1971,"TA","TA","PConc","TA","TA","ALQ",616,248,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Detchd",2,528,"TA","TA",0,0,0,0
2776,214,78,10264,"Inside","1Story",7,5,1999,1999,"Gd","TA","PConc","Gd","TA","ALQ",1162,426,1588,"GasA","Ex","Y",1588,0,1588,0,0,2,0,3,"Gd",6,0,"Attchd",2,472,"TA","TA",158,29,0,0
2611,147,77,9510,"Inside","1Story",6,5,1962,1985,"TA","TA","CBlock","TA","TA","ALQ",701,434,1135,"GasA","Ex","Y",1207,0,1207,0,0,1,1,3,"TA",6,0,"Attchd",1,264,"TA","TA",0,240,0,0
1363,120,0,10320,"Inside","1.5Fin",5,6,1915,1978,"TA","Fa","BrkTil","TA","Fa","Unf",0,880,880,"GasA","Gd","Y",880,428,1308,0,0,2,0,2,"TA",6,0,"Detchd",2,400,"Fa","Fa",0,0,117,0
1105,290,0,11929,"CulDSac","2Story",8,7,1995,1995,"Gd","TA","PConc","Gd","TA","Unf",0,1242,1242,"GasA","Ex","Y",1251,1250,2501,0,0,2,1,4,"Gd",9,1,"Attchd",3,751,"TA","TA",192,87,0,0
639,144,80,10400,"Corner","1Story",4,5,1956,1956,"TA","TA","CBlock","TA","TA","Rec",155,295,1200,"GasA","TA","Y",1200,0,1200,1,0,1,0,3,"TA",6,2,"Attchd",1,294,"TA","TA",0,189,140,0
2638,135,60,9600,"Inside","1.5Fin",5,6,1948,1950,"TA","TA","CBlock","TA","TA","Rec",276,936,1212,"GasA","Gd","Y",1226,442,1668,1,0,1,0,3,"TA",6,0,"Detchd",1,240,"TA","TA",0,0,140,0
1374,135,115,21286,"Inside","1.5Fin",5,5,1948,1950,"TA","TA","CBlock","TA","TA","Unf",0,720,720,"GasA","TA","Y",720,551,1271,0,0,2,0,4,"TA",7,1,"Attchd",1,312,"TA","TA",0,0,108,0
1879,119,0,10624,"Inside","1Story",5,4,1964,1964,"TA","TA","CBlock","TA","TA","GLQ",40,1424,1728,"GasA","TA","Y",1728,0,1728,0,1,2,0,6,"TA",10,0,"Detchd",1,352,"TA","TA",155,0,0,0
91,190,107,10186,"Inside","2Story",7,5,1992,1992,"Gd","TA","PConc","Gd","TA","GLQ",674,76,750,"GasA","Ex","Y",1061,862,1923,1,0,2,1,3,"Gd",8,1,"Attchd",2,564,"TA","TA",240,39,0,0
393,136,60,9000,"FR2","2Story",5,5,1974,1974,"TA","TA","CBlock","Gd","TA","Unf",0,896,896,"GasA","TA","Y",896,896,1792,0,0,2,2,4,"TA",8,0,"None",0,0,"None","None",32,45,0,0
1154,119.916,60,6360,"Inside","1Story",5,5,1963,1963,"TA","TA","CBlock","Gd","Gd","ALQ",489,375,864,"GasA","TA","Y",864,0,864,0,0,1,0,3,"TA",5,0,"Attchd",1,276,"TA","TA",0,0,0,0
2589,125,80,13600,"Inside","1Story",5,6,1955,1955,"TA","TA","CBlock","TA","TA","Rec",144,0,1056,"GasA","Gd","Y",1056,0,1056,1,0,1,1,3,"TA",6,0,"Attchd",1,300,"TA","TA",0,0,0,0
2382,252,110,16163,"Corner","1Story",8,5,2004,2004,"Gd","TA","PConc","Gd","TA","Unf",0,1618,1618,"GasA","Ex","Y",1618,0,1618,0,0,2,0,2,"Gd",6,1,"Attchd",3,880,"TA","TA",0,0,0,0
2722,170,102,17920,"Inside","1Story",5,4,1955,1974,"TA","TA","CBlock","TA","TA","ALQ",306,372,1763,"GasA","TA","Y",1779,0,1779,1,0,1,1,3,"TA",6,1,"Attchd",2,454,"TA","TA",0,418,0,312
725,119,60,5400,"Inside","1.5Fin",6,6,1920,1950,"Fa","TA","BrkTil","TA","TA","Unf",0,972,972,"GasA","Ex","Y",1044,0,1480,0,0,1,0,3,"TA",6,0,"Detchd",1,207,"Fa","TA",0,0,176,0
1520,168,60,7290,"Corner","1Story",7,8,1921,1950,"TA","TA","BrkTil","TA","TA","Unf",0,1228,1228,"GasA","Ex","Y",1424,0,1424,0,0,2,0,2,"TA",7,1,"Attchd",1,312,"TA","TA",0,0,90,0
1376,127.5,62,10106,"Inside","1.5Fin",5,7,1940,1999,"TA","Gd","BrkTil","TA","TA","ALQ",351,112,644,"GasA","Gd","Y",808,547,1355,1,0,2,0,4,"TA",6,0,"None",0,0,"None","None",140,0,0,0
190,122.5,60,11340,"Inside","2Story",4,6,1885,1950,"TA","TA","PConc","TA","TA","Unf",0,777,777,"GasA","Gd","Y",1246,1044,2290,0,0,2,0,4,"TA",11,0,"Detchd",2,560,"TA","TA",0,0,114,0
980,88,21,2217,"Inside","2Story",4,4,1970,1970,"TA","TA","CBlock","TA","TA","BLQ",273,0,546,"GasA","TA","Y",546,546,1092,0,0,1,1,3,"TA",6,0,"Attchd",1,286,"TA","TA",238,0,0,0
